"id" "country" "group" "ST" "ASP" "GLN" "GLT" "GLY" "PGM" "TKT" "UNC"
626 1 2 50 2 1 12 3 2 1 5
627 1 5 4785 2 28 220 405 74 25 35
628 1 5 4786 2 28 4 406 154 25 35
629 1 0 21 2 1 1 3 2 1 5
630 1 5 4787 2 126 4 28 141 25 35
631 1 5 4788 22 28 4 62 490 99 35
632 1 5 2368 22 28 4 28 363 99 35
633 1 5 1962 55 172 21 49 125 83 51
634 1 5 4789 22 28 4 399 372 99 35
635 1 5 53 2 1 21 3 2 1 5
636 1 8 1709 22 15 4 64 74 25 23
637 1 5 4314 2 28 29 64 486 267 124
638 1 5 4790 22 61 4 26 523 25 35
639 1 0 657 73 4 2 4 19 3 6
640 1 5 4790 22 61 4 26 523 25 35
641 1 5 607 8 2 5 53 11 3 1
642 1 8 4819 8 28 4 243 23 29 35
643 1 2 22 1 3 6 4 3 3 3
644 1 2 400 8 17 5 2 10 59 6
645 1 2 982 2 1 2 3 2 1 5
646 1 2 21 2 1 1 3 2 1 5
647 1 8 48 2 4 1 2 7 1 5
648 1 8 4829 2 146 95 38 461 7 35
649 1 8 4819 8 28 4 243 23 29 35
650 1 2 21 2 1 1 3 2 1 5
651 1 2 21 2 1 1 3 2 1 5
652 1 2 4791 1 7 10 4 261 7 1
653 1 2 2801 7 112 5 62 11 3 6
654 1 2 45 4 7 10 4 1 7 1
655 1 2 400 8 17 5 2 10 59 6
656 1 0 45 4 7 10 4 1 7 1
657 1 2 400 8 17 5 2 10 59 6
658 1 2 21 2 1 1 3 2 1 5
659 1 2 324 57 17 2 2 11 12 6
660 1 2 4792 76 22 20 98 134 101 16
661 1 2 1709 22 15 4 64 74 25 23
662 1 2 257 9 2 4 62 4 5 6
663 1 8 131 7 2 6 10 10 37 1
664 1 8 4819 8 28 4 243 23 29 35
665 1 2 45 4 7 10 4 1 7 1
666 1 2 4791 1 7 10 4 261 7 1
667 1 2 4791 1 7 10 4 261 7 1
668 1 2 45 4 7 10 4 1 7 1
669 1 2 982 2 1 2 3 2 1 5
670 1 2 982 2 1 2 3 2 1 5
671 1 2 51 7 17 2 15 23 3 12
672 1 2 859 7 17 2 15 11 3 12
673 1 2 583 4 7 10 4 42 51 1
674 1 2 324 57 17 2 2 11 12 6
675 1 2 418 4 7 2 4 1 7 1
676 1 0 4793 2 1 21 4 464 7 5
677 1 8 1709 22 15 4 64 74 25 23
678 1 8 45 4 7 10 4 1 7 1
679 1 8 464 24 2 2 2 10 3 1
680 1 2 702 2 52 29 48 127 99 23
681 1 2 21 2 1 1 3 2 1 5
682 1 2 45 4 7 10 4 1 7 1
683 1 8 4794 37 28 220 26 127 25 35
684 1 8 3551 22 28 4 243 23 29 35
685 1 8 267 4 7 40 4 42 51 1
686 1 8 50 2 1 12 3 2 1 5
687 1 0 21 2 1 1 3 2 1 5
688 1 8 45 4 7 10 4 1 7 1
689 1 8 572 62 4 5 2 2 1 5
690 1 8 50 2 1 12 3 2 1 5
691 1 2 45 4 7 10 4 1 7 1
692 1 2 257 9 2 4 62 4 5 6
693 1 2 45 4 7 10 4 1 7 1
694 1 2 45 4 7 10 4 1 7 1
695 1 2 400 8 17 5 2 10 59 6
696 1 2 21 2 1 1 3 2 1 5
697 1 2 21 2 1 1 3 2 1 5
698 1 0 45 4 7 10 4 1 7 1
699 1 2 982 2 1 2 3 2 1 5
700 1 2 982 2 1 2 3 2 1 5
701 1 2 354 8 10 2 2 11 12 6
702 1 2 943 2 114 1 3 2 1 70
703 1 2 464 24 2 2 2 10 3 1
704 1 2 61 1 4 2 2 6 3 17
705 1 2 45 4 7 10 4 1 7 1
706 1 2 21 2 1 1 3 2 1 5
707 1 2 441 7 1 2 83 2 3 6
708 1 0 694 2 59 4 105 126 25 23
709 1 2 3574 2 1 12 3 2 1 23
710 1 2 586 1 2 42 4 98 58 34
711 1 2 586 1 2 42 4 98 58 34
712 1 2 586 1 2 42 4 98 58 34
713 1 2 586 1 2 42 4 98 58 34
714 1 2 45 4 7 10 4 1 7 1
715 1 8 2324 7 112 5 62 11 67 6
716 1 8 4795 7 187 21 49 74 25 51
717 1 8 45 4 7 10 4 1 7 1
718 1 0 230 4 7 41 4 42 7 1
719 1 2 400 8 17 5 2 10 59 6
720 1 2 50 2 1 12 3 2 1 5
721 1 2 4735 2 1 12 407 2 1 5
722 1 2 45 4 7 10 4 1 7 1
723 1 2 21 2 1 1 3 2 1 5
724 1 2 50 2 1 12 3 2 1 5
725 1 2 21 2 1 1 3 2 1 5
726 1 2 583 4 7 10 4 42 51 1
727 1 2 45 4 7 10 4 1 7 1
728 1 2 400 8 17 5 2 10 59 6
729 1 2 3766 22 28 4 28 363 3 35
730 1 2 52 9 25 2 10 22 3 6
731 1 2 50 2 1 12 3 2 1 5
732 1 2 775 9 25 2 10 23 3 6
733 1 2 464 24 2 2 2 10 3 1
734 1 2 21 2 1 1 3 2 1 5
735 1 2 982 2 1 2 3 2 1 5
736 1 0 52 9 25 2 10 22 3 6
737 1 8 4796 2 1 4 28 524 25 58
738 1 2 1073 8 10 2 2 89 12 6
739 1 2 1073 8 10 2 2 89 12 6
740 1 2 1073 8 10 2 2 89 12 6
741 1 2 4797 8 17 317 53 11 3 1
742 1 8 4798 2 25 4 2 154 25 35
743 1 8 1073 8 10 2 2 89 12 6
744 1 8 1073 8 10 2 2 89 12 6
745 1 2 692 37 52 57 26 127 29 23
746 1 0 451 2 1 2 3 2 3 5
747 1 2 42 1 2 3 4 5 9 3
748 1 2 400 8 17 5 2 10 59 6
749 1 2 1911 7 84 5 10 119 178 26
750 1 2 21 2 1 1 3 2 1 5
751 1 2 1911 7 84 5 10 119 178 26
752 1 2 48 2 4 1 2 7 1 5
753 1 2 2274 9 17 5 10 350 3 3
754 1 2 2274 9 17 5 10 350 3 3
755 1 2 356 14 17 5 2 11 3 6
756 1 0 19 2 1 5 3 2 1 5
757 1 2 356 14 17 5 2 11 3 6
758 1 2 53 2 1 21 3 2 1 5
759 1 2 42 1 2 3 4 5 9 3
760 1 2 262 2 1 1 3 2 1 3
761 1 6 604 1 2 3 27 5 9 3
762 1 2 22 1 3 6 4 3 3 3
763 1 2 19 2 1 5 3 2 1 5
764 1 2 19 2 1 5 3 2 1 5
765 1 2 4748 2 15 4 4 20 34 35
766 1 2 4748 2 15 4 4 20 34 35
767 1 0 1459 2 1 1 2 2 1 5
768 1 2 1073 8 10 2 2 89 12 6
769 1 2 21 2 1 1 3 2 1 5
770 1 2 52 9 25 2 10 22 3 6
771 1 2 45 4 7 10 4 1 7 1
772 1 2 451 2 1 2 3 2 3 5
773 1 2 50 2 1 12 3 2 1 5
774 1 2 3546 9 17 5 10 350 335 3
775 1 2 978 47 55 5 10 23 120 8
776 1 2 2034 7 17 2 15 22 3 12
777 1 2 824 9 2 2 2 11 5 6
778 1 2 604 1 2 3 27 5 9 3
779 1 2 53 2 1 21 3 2 1 5
780 1 2 46 2 21 5 3 2 1 5
781 1 2 45 4 7 10 4 1 7 1
782 1 2 19 2 1 5 3 2 1 5
783 1 2 4799 47 2 5 10 11 48 51
784 1 2 572 62 4 5 2 2 1 5
785 1 2 2274 9 17 5 10 350 3 3
786 1 2 45 4 7 10 4 1 7 1
787 1 2 2274 9 17 5 10 350 3 3
788 1 2 61 1 4 2 2 6 3 17
789 1 2 50 2 1 12 3 2 1 5
790 1 2 4800 275 84 5 10 119 178 26
791 1 2 1409 2 15 4 3 154 51 35
792 1 2 1409 2 15 4 3 154 51 35
793 1 2 572 62 4 5 2 2 1 5
794 1 2 4801 7 21 2 62 525 48 6
795 1 2 51 7 17 2 15 23 3 12
796 1 2 464 24 2 2 2 10 3 1
797 1 0 775 9 25 2 10 23 3 6
798 1 2 48 2 4 1 2 7 1 5
799 1 2 21 2 1 1 3 2 1 5
800 1 2 48 2 4 1 2 7 1 5
801 1 2 48 2 4 1 2 7 1 5
802 1 2 2037 9 112 5 62 2 3 26
803 1 2 977 22 61 4 64 74 25 23
804 1 2 48 2 4 1 2 7 1 5
805 1 2 51 7 17 2 15 23 3 12
806 1 2 1073 8 10 2 2 89 12 6
807 1 2 464 24 2 2 2 10 3 1
808 1 2 45 4 7 10 4 1 7 1
809 1 2 4802 2 61 29 28 526 34 23
810 1 2 4803 22 28 4 10 363 3 35
811 1 2 44 8 1 6 3 2 1 1
812 1 2 2274 9 17 5 10 350 3 3
813 1 2 464 24 2 2 2 10 3 1
814 1 2 2274 9 17 5 10 350 3 3
815 1 2 4430 37 365 21 64 505 24 23
816 1 2 572 62 4 5 2 2 1 5
817 1 2 2156 2 25 1 4 19 62 5
818 1 2 257 9 2 4 62 4 5 6
819 1 2 21 2 1 1 3 2 1 5
820 1 2 400 8 17 5 2 10 59 6
821 1 8 50 2 1 12 3 2 1 5
822 1 2 45 4 7 10 4 1 7 1
823 1 5 4804 2 28 4 406 90 34 35
824 1 5 1709 22 15 4 64 74 25 23
825 1 5 696 2 1 4 28 58 25 58
826 1 5 696 2 1 4 28 58 25 58
827 1 5 1709 22 15 4 64 74 25 23
828 1 0 353 7 17 5 2 10 3 6
829 1 5 2197 4 22 10 4 1 7 1
830 1 8 45 4 7 10 4 1 7 1
831 1 8 324 57 17 2 2 11 12 6
832 1 2 4805 7 112 2 10 23 67 6
833 1 2 2274 9 17 5 10 350 3 3
834 1 2 400 8 17 5 2 10 59 6
835 1 2 1709 22 15 4 64 74 25 23
836 1 2 508 1 6 60 24 12 28 1
837 1 8 50 2 1 12 3 2 1 5
838 1 8 2863 198 2 2 2 11 61 6
839 1 0 2274 9 17 5 10 350 3 3
840 1 2 2192 2 7 5 2 2 1 5
841 1 2 2036 7 17 52 10 11 3 6
842 1 2 257 9 2 4 62 4 5 6
843 1 8 1073 8 10 2 2 89 12 6
844 1 2 21 2 1 1 3 2 1 5
845 1 8 4806 2 17 2 3 13 1 5
846 1 2 1257 37 28 120 28 127 3 23
847 1 2 21 2 1 1 3 2 1 5
848 1 2 1709 22 15 4 64 74 25 23
849 1 8 324 57 17 2 2 11 12 6
850 1 2 400 8 17 5 2 10 59 6
851 1 2 50 2 1 12 3 2 1 5
852 1 8 1408 2 126 4 38 141 34 35
853 1 2 53 2 1 21 3 2 1 5
854 1 2 19 2 1 5 3 2 1 5
855 1 2 1728 2 1 12 3 11 1 5
856 1 2 4807 2 15 4 405 527 25 35
857 1 2 50 2 1 12 3 2 1 5
858 1 2 51 7 17 2 15 23 3 12
859 1 0 48 2 4 1 2 7 1 5
860 1 2 4811 6 4 52 2 89 282 5
861 1 2 1709 22 15 4 64 74 25 23
862 1 2 464 24 2 2 2 10 3 1
863 1 2 492 2 1 1 2 7 1 5
864 1 2 42 1 2 3 4 5 9 3
865 1 2 21 2 1 1 3 2 1 5
866 1 2 2654 10 31 95 268 101 134 1
867 1 0 45 4 7 10 4 1 7 1
868 1 2 585 69 74 61 6 97 89 48
869 1 2 137 4 7 10 4 42 7 1
870 1 2 305 9 53 2 10 11 3 3
871 1 2 400 8 17 5 2 10 59 6
872 1 2 45 4 7 10 4 1 7 1
873 1 2 257 9 2 4 62 4 5 6
874 1 2 45 4 7 10 4 1 7 1
875 1 2 45 4 7 10 4 1 7 1
876 1 2 4810 47 55 5 10 2 48 8
877 1 2 50 2 1 12 3 2 1 5
878 1 2 50 2 1 12 3 2 1 5
879 1 8 4810 47 55 5 10 2 48 8
880 1 2 400 8 17 5 2 10 59 6
881 1 2 4811 6 4 52 2 89 282 5
882 1 8 775 9 25 2 10 23 3 6
883 1 2 2882 7 2 5 299 10 3 6
884 1 2 710 37 29 75 48 126 25 23
885 1 0 45 4 7 10 4 1 7 1
886 1 2 692 37 52 57 26 127 29 23
887 1 2 22 1 3 6 4 3 3 3
888 1 2 400 8 17 5 2 10 59 6
889 1 2 400 8 17 5 2 10 59 6
890 1 2 400 8 17 5 2 10 59 6
891 1 2 122 6 4 5 2 2 1 5
892 1 2 614 73 21 2 10 86 3 6
893 1 2 45 4 7 10 4 1 7 1
894 1 2 45 4 7 10 4 1 7 1
895 1 0 3633 2 1 1 5 2 343 5
896 1 2 45 4 7 10 4 1 7 1
897 1 2 400 8 17 5 2 10 59 6
898 1 2 2367 2 28 29 28 74 267 124
899 1 8 4811 6 4 52 2 89 282 5
900 1 2 4811 6 4 52 2 89 282 5
901 1 2 4811 6 4 52 2 89 282 5
902 1 2 2274 9 17 5 10 350 3 3
903 1 2 50 2 1 12 3 2 1 5
904 1 2 3546 9 17 5 10 350 335 3
905 1 2 4792 76 22 20 98 134 101 16
906 1 0 50 2 1 12 3 2 1 5
907 1 2 1911 7 84 5 10 119 178 26
908 1 2 905 2 15 4 3 154 25 35
909 1 2 21 2 1 1 3 2 1 5
910 1 2 464 24 2 2 2 10 3 1
911 1 2 45 4 7 10 4 1 7 1
912 1 2 1911 7 84 5 10 119 178 26
913 1 2 19 2 1 5 3 2 1 5
914 1 2 50 2 1 12 3 2 1 5
915 1 0 4766 6 4 5 2 2 282 5
916 1 2 45 4 7 10 4 1 7 1
917 1 2 583 4 7 10 4 42 51 1
918 1 2 21 2 1 1 3 2 1 5
919 1 2 583 4 7 10 4 42 51 1
920 1 2 48 2 4 1 2 7 1 5
921 1 2 400 8 17 5 2 10 59 6
922 1 2 572 62 4 5 2 2 1 5
923 1 2 692 37 52 57 26 127 29 23
924 1 2 4812 18 89 22 109 122 258 16
925 1 0 2314 2 61 4 64 332 7 23
926 1 2 21 2 1 1 3 2 1 5
927 1 5 658 2 4 2 4 19 3 6
928 1 5 4813 2 126 4 405 527 25 35
929 1 5 4814 2 126 4 28 141 433 35
930 1 5 2314 2 61 4 64 332 7 23
931 1 5 1709 22 15 4 64 74 25 23
932 1 5 4790 22 61 4 26 523 25 35
933 1 5 4815 22 28 4 28 490 99 35
934 1 5 450 47 55 5 10 11 48 8
935 1 5 4771 22 28 4 399 372 432 35
936 1 5 4777 22 52 4 373 522 25 35
937 1 5 4817 22 28 4 399 372 51 35
938 1 5 50 2 1 12 3 2 1 5
939 1 8 4818 22 28 4 28 528 3 35
940 1 8 586 1 2 42 4 98 58 34
941 1 8 1519 8 1 5 3 2 1 1
942 1 0 21 2 1 1 3 2 1 5
943 1 8 3030 2 257 80 243 23 25 212
944 1 8 2367 2 28 29 28 74 267 124
945 1 8 354 8 10 2 2 11 12 6
946 1 8 879 8 1 6 3 11 1 1
947 1 8 969 8 10 2 10 11 12 6
948 1 8 4819 8 28 4 243 23 29 35
949 1 8 45 4 7 10 4 1 7 1
950 1 8 4820 2 364 2 4 19 3 6
951 1 8 2844 24 21 2 2 2 59 6
952 1 0 354 8 10 2 2 11 12 6
953 1 8 2883 7 21 5 62 67 3 216
954 1 8 1519 8 1 5 3 2 1 1
955 1 8 584 8 2 5 62 4 5 1
956 1 8 4821 2 28 21 28 529 25 125
957 1 2 230 4 7 41 4 42 7 1
958 1 2 45 4 7 10 4 1 7 1
959 1 2 2882 7 2 5 299 10 3 6
960 1 2 61 1 4 2 2 6 3 17
961 1 2 45 4 7 10 4 1 7 1
962 1 0 21 2 1 1 3 2 1 5
963 1 2 1911 7 84 5 10 119 178 26
964 1 2 4751 2 4 4 27 126 25 23
965 1 2 53 2 1 21 3 2 1 5
966 1 2 3289 2 4 2 2 19 1 6
967 1 2 53 2 1 21 3 2 1 5
968 1 2 45 4 7 10 4 1 7 1
969 1 2 21 2 1 1 3 2 1 5
970 1 8 2057 2 1 4 3 2 1 5
971 1 2 2036 7 17 52 10 11 3 6
972 1 8 587 1 2 42 4 90 25 8
973 1 8 50 2 1 12 3 2 1 5
974 1 8 131 7 2 6 10 10 37 1
975 1 8 450 47 55 5 10 11 48 8
976 1 2 48 2 4 1 2 7 1 5
977 1 2 400 8 17 5 2 10 59 6
978 1 2 2192 2 7 5 2 2 1 5
979 1 2 21 2 1 1 3 2 1 5
980 1 2 4822 33 1 6 3 11 1 1
981 1 2 3766 22 28 4 28 363 3 35
982 1 0 257 9 2 4 62 4 5 6
983 1 2 583 4 7 10 4 42 51 1
984 1 2 50 2 1 12 3 2 1 5
985 1 2 586 1 2 42 4 98 58 34
986 1 2 3782 2 21 12 62 11 359 6
987 1 2 305 9 53 2 10 11 3 3
988 1 2 51 7 17 2 15 23 3 12
989 1 2 21 2 1 1 3 2 1 5
990 1 2 45 4 7 10 4 1 7 1
991 1 2 1709 22 15 4 64 74 25 23
992 1 2 22 1 3 6 4 3 3 3
993 1 0 21 2 1 1 3 2 1 5
994 1 2 50 2 1 12 3 2 1 5
995 1 0 475 2 4 1 4 19 62 5
996 1 0 475 2 4 1 4 19 62 5
997 1 0 45 4 7 10 4 1 7 1
998 1 0 21 2 1 1 3 2 1 5
999 1 0 50 2 1 12 3 2 1 5
1000 1 0 400 8 17 5 2 10 59 6
1001 1 0 2274 9 17 5 10 350 3 3
1002 1 0 257 9 2 4 62 4 5 6
1003 1 0 607 8 2 5 53 11 3 1
1004 1 0 19 2 1 5 3 2 1 5
1005 1 0 4823 24 2 2 2 465 3 1
1006 1 0 52 9 25 2 10 22 3 6
1007 1 0 48 2 4 1 2 7 1 5
1008 1 0 4811 6 4 52 2 89 282 5
1009 1 0 45 4 7 10 4 1 7 1
1010 1 0 48 2 4 1 2 7 1 5
1011 1 0 21 2 1 1 3 2 1 5
1012 1 0 21 2 1 1 3 2 1 5
1013 1 0 21 2 1 1 3 2 1 5
1014 1 0 45 4 7 10 4 1 7 1
1015 1 0 45 4 7 10 4 1 7 1
1016 1 0 50 2 1 12 3 2 1 5
1017 1 0 363 2 17 5 2 11 3 6
1018 1 0 586 1 2 42 4 98 58 34
1019 1 0 21 2 1 1 3 2 1 5
1020 1 0 4811 6 4 52 2 89 282 5
1021 1 0 48 2 4 1 2 7 1 5
1022 1 0 572 62 4 5 2 2 1 5
1023 1 0 61 1 4 2 2 6 3 17
1024 1 0 677 10 81 50 99 120 76 52
1025 1 0 4826 2 1 1 410 2 1 5
1026 1 0 4828 2 4 1 4 7 1 5
1027 1 0 21 2 1 1 3 2 1 5
1028 1 0 22 1 3 6 4 3 3 3
1029 1 0 4829 2 146 95 38 461 7 35
1030 1 0 572 62 4 5 2 2 1 5
1031 1 0 21 2 1 1 3 2 1 5
1032 1 0 677 10 81 50 99 120 76 52
1033 1 0 572 62 4 5 2 2 1 5
1034 1 0 775 9 25 2 10 23 3 6
1035 1 0 400 8 17 5 2 10 59 6
1036 1 0 22 1 3 6 4 3 3 3
1037 1 0 982 2 1 2 3 2 1 5
1038 1 0 21 2 1 1 3 2 1 5
1039 1 0 50 2 1 12 3 2 1 5
1040 1 0 400 8 17 5 2 10 59 6
1041 1 0 48 2 4 1 2 7 1 5
1042 1 0 21 2 1 1 3 2 1 5
1043 1 0 2807 7 17 2 15 13 3 12
1044 1 0 50 2 1 12 3 2 1 5
1045 1 0 583 4 7 10 4 42 51 1
1046 1 0 658 2 4 2 4 19 3 6
1047 1 0 4831 166 2 1 10 151 3 1
1048 1 0 3172 7 4 2 68 11 3 46
1049 1 0 45 4 7 10 4 1 7 1
1050 1 0 21 2 1 1 3 2 1 5
1051 1 0 21 2 1 1 3 2 1 5
1052 1 0 4832 28 34 27 33 223 61 33
1053 1 0 4825 7 2 5 2 10 395 6
1054 1 0 21 2 1 1 3 2 1 5
1055 2 8 11 48 7 10 4 1 7 1
1056 2 8 538 4 7 10 4 42 25 1
1057 2 8 538 4 7 10 4 42 25 1
1058 2 8 45 4 7 10 4 1 7 1
1059 2 8 1701 4 7 10 4 1 51 1
1060 2 8 11 48 7 10 4 1 7 1
1061 2 8 45 4 7 10 4 1 7 1
1062 2 8 11 48 7 10 4 1 7 1
1063 2 8 538 4 7 10 4 42 25 1
1064 2 8 538 4 7 10 4 42 25 1
1065 2 8 45 4 7 10 4 1 7 1
1066 2 8 583 4 7 10 4 42 51 1
1067 2 8 945 84 106 29 28 136 1 35
1068 2 8 945 84 106 29 28 136 1 35
1069 2 8 670 77 30 2 2 89 59 6
1070 2 8 883 2 17 2 3 2 1 5
1071 2 8 883 2 17 2 3 2 1 5
1072 2 8 883 2 17 2 3 2 1 5
1073 2 8 945 84 106 29 28 136 1 35
1074 2 8 45 4 7 10 4 1 7 1
1075 2 8 1326 104 7 10 4 1 7 1
1076 2 8 1326 104 7 10 4 1 7 1
1077 2 8 1326 104 7 10 4 1 7 1
1078 2 8 1326 104 7 10 4 1 7 1
1079 2 8 1326 104 7 10 4 1 7 1
1080 2 8 538 4 7 10 4 42 25 1
1081 2 8 883 2 17 2 3 2 1 5
1082 2 8 883 2 17 2 3 2 1 5
1083 2 3 21 2 1 1 3 2 1 5
1084 2 3 21 2 1 1 3 2 1 5
1085 2 3 21 2 1 1 3 2 1 5
1086 2 3 42 1 2 3 4 5 9 3
1087 2 3 43 2 1 5 3 4 1 5
1088 2 3 45 4 7 10 4 1 7 1
1089 2 3 45 4 7 10 4 1 7 1
1090 2 3 45 4 7 10 4 1 7 1
1091 2 3 50 2 1 12 3 2 1 5
1092 2 3 50 2 1 12 3 2 1 5
1093 2 3 50 2 1 12 3 2 1 5
1094 2 3 50 2 1 12 3 2 1 5
1095 2 3 53 2 1 21 3 2 1 5
1096 2 3 53 2 1 21 3 2 1 5
1097 2 3 53 2 1 21 3 2 1 5
1098 2 3 53 2 1 21 3 2 1 5
1099 2 3 53 2 1 21 3 2 1 5
1100 2 3 53 2 1 21 3 2 1 5
1101 2 3 53 2 1 21 3 2 1 5
1102 2 3 53 2 1 21 3 2 1 5
1103 2 3 53 2 1 21 3 2 1 5
1104 2 3 53 2 1 21 3 2 1 5
1105 2 3 53 2 1 21 3 2 1 5
1106 2 3 53 2 1 21 3 2 1 5
1107 2 3 53 2 1 21 3 2 1 5
1108 2 3 58 19 24 23 20 26 16 15
1109 2 3 61 1 4 2 2 6 3 17
1110 2 3 61 1 4 2 2 6 3 17
1111 2 3 61 1 4 2 2 6 3 17
1112 2 3 61 1 4 2 2 6 3 17
1113 2 3 61 1 4 2 2 6 3 17
1114 2 3 61 1 4 2 2 6 3 17
1115 2 3 61 1 4 2 2 6 3 17
1116 2 3 61 1 4 2 2 6 3 17
1117 2 3 97 4 7 10 4 1 1 1
1118 2 3 141 2 1 10 3 2 1 5
1119 2 3 230 4 7 41 4 42 7 1
1120 2 3 242 4 7 10 2 1 7 1
1121 2 3 242 4 7 10 2 1 7 1
1122 2 3 262 2 1 1 3 2 1 3
1123 2 3 262 2 1 1 3 2 1 3
1124 2 3 333 2 1 21 2 2 1 5
1125 2 3 333 2 1 21 2 2 1 5
1126 2 3 451 2 1 2 3 2 3 5
1127 2 3 451 2 1 2 3 2 3 5
1128 2 3 451 2 1 2 3 2 3 5
1129 2 3 451 2 1 2 3 2 3 5
1130 2 3 475 2 4 1 4 19 62 5
1131 2 3 475 2 4 1 4 19 62 5
1132 2 3 475 2 4 1 4 19 62 5
1133 2 3 561 2 1 21 4 2 1 5
1134 2 3 586 1 2 42 4 98 58 34
1135 2 3 586 1 2 42 4 98 58 34
1136 2 3 586 1 2 42 4 98 58 34
1137 2 3 586 1 2 42 4 98 58 34
1138 2 3 618 1 4 2 2 6 3 5
1139 2 3 618 1 4 2 2 6 3 5
1140 2 3 618 1 4 2 2 6 3 5
1141 2 3 677 10 81 50 99 120 76 52
1142 2 3 677 10 81 50 99 120 76 52
1143 2 3 677 10 81 50 99 120 76 52
1144 2 3 761 2 1 1 4 2 1 5
1145 2 3 820 1 4 2 4 6 3 17
1146 2 3 883 2 17 2 3 2 1 5
1147 2 3 883 2 17 2 3 2 1 5
1148 2 3 883 2 17 2 3 2 1 5
1149 2 3 883 2 17 2 3 2 1 5
1150 2 3 883 2 17 2 3 2 1 5
1151 2 3 883 2 17 2 3 2 1 5
1152 2 3 883 2 17 2 3 2 1 5
1153 2 3 1459 2 1 1 2 2 1 5
1154 2 3 1701 4 7 10 4 1 51 1
1155 2 3 1823 2 1 177 3 2 1 5
1156 2 3 1952 2 1 12 3 1 1 5
1157 2 3 2663 4 7 10 3 1 7 1
1158 2 3 2663 4 7 10 3 1 7 1
1159 2 3 2955 2 4 1 2 19 62 5
1160 2 3 2956 2 17 2 2 2 1 5
1161 2 3 2957 2 1 1 3 393 318 5
1162 2 3 2957 2 1 1 3 393 318 5
1163 2 3 2958 2 1 12 3 2 20 5
1164 2 3 2959 2 1 2 137 2 3 5
1165 2 3 2961 1 17 2 4 2 3 5
1166 2 3 2974 1 4 2 3 2 3 234
1167 2 3 2996 2 1 2 4 2 3 5
1168 2 3 2996 2 1 2 4 2 3 5
1169 2 3 2999 2 2 107 4 120 76 1
1170 2 3 3000 2 4 2 4 19 1 8
1171 2 3 3351 1 4 2 3 6 3 17
1172 2 3 3351 1 4 2 3 6 3 17
1173 2 3 3351 1 4 2 3 6 3 17
1174 2 3 3352 2 1 2 2 2 3 5
1175 2 3 3354 2 2 42 4 98 58 5
1176 2 3 3357 4 7 10 3 42 51 1
1177 2 3 3360 2 17 5 4 2 1 5
1178 2 3 3509 1 4 2 4 6 3 38
1179 2 3 3787 1 4 1 4 19 62 5
1180 2 3 3788 4 1 6 3 2 1 5
1181 2 3 3810 14 4 1 3 19 1 5
1182 2 3 3892 1 3 6 3 3 3 3
1183 2 3 3893 2 4 2 2 7 51 5
1184 2 3 3894 10 4 2 3 6 3 17
1185 2 2 11 48 7 10 4 1 7 1
1186 2 2 11 48 7 10 4 1 7 1
1187 2 0 11 48 7 10 4 1 7 1
1188 2 0 11 48 7 10 4 1 7 1
1189 2 2 45 4 7 10 4 1 7 1
1190 2 2 45 4 7 10 4 1 7 1
1191 2 2 45 4 7 10 4 1 7 1
1192 2 2 45 4 7 10 4 1 7 1
1193 2 2 45 4 7 10 4 1 7 1
1194 2 2 45 4 7 10 4 1 7 1
1195 2 2 45 4 7 10 4 1 7 1
1196 2 2 45 4 7 10 4 1 7 1
1197 2 2 45 4 7 10 4 1 7 1
1198 2 2 45 4 7 10 4 1 7 1
1199 2 2 45 4 7 10 4 1 7 1
1200 2 2 45 4 7 10 4 1 7 1
1201 2 2 45 4 7 10 4 1 7 1
1202 2 2 45 4 7 10 4 1 7 1
1203 2 2 45 4 7 10 4 1 7 1
1204 2 2 45 4 7 10 4 1 7 1
1205 2 2 45 4 7 10 4 1 7 1
1206 2 2 45 4 7 10 4 1 7 1
1207 2 2 45 4 7 10 4 1 7 1
1208 2 2 45 4 7 10 4 1 7 1
1209 2 2 45 4 7 10 4 1 7 1
1210 2 2 45 4 7 10 4 1 7 1
1211 2 2 45 4 7 10 4 1 7 1
1212 2 2 45 4 7 10 4 1 7 1
1213 2 2 45 4 7 10 4 1 7 1
1214 2 2 45 4 7 10 4 1 7 1
1215 2 2 45 4 7 10 4 1 7 1
1216 2 2 45 4 7 10 4 1 7 1
1217 2 2 45 4 7 10 4 1 7 1
1218 2 2 45 4 7 10 4 1 7 1
1219 2 2 45 4 7 10 4 1 7 1
1220 2 2 45 4 7 10 4 1 7 1
1221 2 2 45 4 7 10 4 1 7 1
1222 2 2 45 4 7 10 4 1 7 1
1223 2 2 45 4 7 10 4 1 7 1
1224 2 2 45 4 7 10 4 1 7 1
1225 2 2 45 4 7 10 4 1 7 1
1226 2 2 45 4 7 10 4 1 7 1
1227 2 2 45 4 7 10 4 1 7 1
1228 2 0 45 4 7 10 4 1 7 1
1229 2 0 45 4 7 10 4 1 7 1
1230 2 0 45 4 7 10 4 1 7 1
1231 2 0 45 4 7 10 4 1 7 1
1232 2 0 45 4 7 10 4 1 7 1
1233 2 0 45 4 7 10 4 1 7 1
1234 2 0 45 4 7 10 4 1 7 1
1235 2 0 45 4 7 10 4 1 7 1
1236 2 0 45 4 7 10 4 1 7 1
1237 2 0 45 4 7 10 4 1 7 1
1238 2 0 45 4 7 10 4 1 7 1
1239 2 0 45 4 7 10 4 1 7 1
